guard_id,timestamp,latitude,longitude,altitude_ft,time_gap_seconds,distance_from_previous_m,speed_kmh,gps_jump,distance_to_road_m,road_match_status,highway,maxspeed,length,long_time_gap,high_speed,large_road_deviation,gps_jump_flag,anomaly_signal_count,extreme_speed,very_high_speed,extreme_road_deviation,very_large_road_deviation,critical_time_gap,high_time_gap,severity,rule_anomaly_score,ml_anomaly,ml_anomaly_score_raw,ml_anomaly_score,final_risk_score,is_anomaly,anomaly_reasons,rule_flag,ml_flag,session_break,session_number,patrol_id,anomaly_types,median_speed_kmh,median_time_gap_seconds,median_road_distance_m,speed_deviation_kmh,time_gap_deviation_seconds,road_distance_deviation_m,ml_prediction,hybrid_risk_score,model_agreement,hybrid_severity,incident_id,rule_anomaly_flag,ml_anomaly_flag,rule_ml_agreement,anomaly_reason,tuned_rule_score,ml_anomaly_label,ml_score_normalized,hybrid_anomaly_score,risk_level,detection_category,tuned_rule_score_v2,far_from_road,road_deviation_group,sustained_far_from_road,final_rule_score,final_hybrid_score,final_risk_level,final_anomaly
000,2008-10-23 10:10:34,40.007288,116.319088,125,3.0,0.0,0.0,False,70.9152132300682,VERY_FAR,service,,161.0,False,False,True,0,1,False,False,False,False,False,False,LOW,0.25,True,0.5692464659073617,0.5829333213299459,0.3612167367120944,False,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,7.299305080891843,2.0,63.72887243569198,-1,0.3394880556938556,False,LOW,,False,True,False,Far From Road,0.25,-1,0.4855837688012421,0.36779188440062105,Medium,Rule + ML,0.25,True,6,True,0.25,0.36779188440062105,Medium,True
000,2008-10-23 10:10:36,40.007284,116.319084,133,2.0,0.5602753818444072,1.0084956873199329,False,70.59650330690171,VERY_FAR,service,,161.0,False,False,True,0,1,False,False,False,False,False,False,LOW,0.25,True,0.5689602122189976,0.5755384274189904,0.3602655097217755,False,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,6.2908093935719105,3.0,63.41016251252549,-1,0.3392397306037732,False,LOW,,False,True,False,Far From Road,0.25,-1,0.47024680731599755,0.3601234036579988,Medium,Rule + ML,0.25,True,6,True,0.25,0.3601234036579988,Medium,True
000,2008-10-23 10:14:21,40.006977,116.319607,134,45.0,151.85965406118785,12.148772324895027,False,32.0529420088915,FAR,service,,161.0,False,False,False,0,0,False,False,False,False,False,False,LOW,0.0,True,0.6308528645880662,0.694910651869036,0.37551925608782005,False,['ML_ANOMALY'],False,True,False,3,000_PATROL_0003,[],7.299305080891843,5.0,7.186340794376221,4.8494672440031845,40.0,24.866601214515278,-1,0.24293160986938403,False,LOW,,False,True,False,Large Distance Jump,0.25,-1,0.7178240181379105,0.48391200906895526,Medium,Rule + ML,0.25,False,7,False,0.25,0.48391200906895526,Medium,True
000,2008-10-23 10:15:06,40.007399,116.31912,131,15.0,80.10034260643718,19.224082225544922,False,67.97699607102038,VERY_FAR,path,,54.0,False,True,True,0,2,False,False,False,False,False,False,MEDIUM,0.5,True,0.6801231693888775,0.7054555420153777,0.6490465939783695,True,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,11.92477714465308,10.0,60.79065527664416,-1,0.5856736019393033,True,MEDIUM,000_INC_0009,True,True,True,Far From Road,0.25,-1,0.739694051161776,0.494847025580888,Medium,Rule + ML,0.0,False,9,False,0.0,0.369847025580888,Medium,True
000,2008-10-23 10:19:16,40.007645,116.319454,121,5.0,85.12064313144631,61.286863054641344,False,51.4716093207756,VERY_FAR,residential,,449.0,False,True,True,0,2,True,True,False,False,False,False,MEDIUM,0.5,True,0.7236228042274852,0.7229218414947495,0.6805996495342548,True,"['HIGH_SPEED', 'ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,53.9875579737495,0.0,44.28526852639938,-1,0.623409537506025,True,MEDIUM,000_INC_0009,True,True,True,Far From Road,0.5,-1,0.7759190417607631,0.6379595208803815,High,Rule + ML,0.25,False,9,False,0.25,0.5129595208803815,High,True
000,2008-10-23 10:26:35,40.006747,116.318549,7584,319.0,226.99695508305678,2.5617211231943715,False,32.0106011892749,FAR,service,,121.0,True,False,False,0,1,False,False,False,False,False,True,MEDIUM,0.25,True,0.6987397264748012,0.7486715438479714,0.5209167682830738,True,"['LONG_GPS_GAP', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['LONG_TIME_GAP'],7.299305080891843,5.0,7.186340794376221,4.737583957697471,314.0,24.82426039489868,-1,0.4518234662146031,False,MEDIUM,000_INC_0010,False,True,False,"Large Time Gap, Large Distance Jump",0.5,-1,0.8293237556083544,0.6646618778041772,High,Rule + ML,0.5,False,9,False,0.5,0.6646618778041772,High,True
000,2008-10-23 10:28:45,40.007457,116.319674,573,10.0,62.586074819451454,22.530986935002524,False,73.29299659276082,VERY_FAR,residential,,449.0,False,True,True,0,2,False,False,False,False,False,False,MEDIUM,0.5,True,0.6999188580453405,0.7054438497379525,0.6665816889572278,True,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,15.23168185411068,5.0,66.1066557983846,-1,0.6028463629155902,True,MEDIUM,000_INC_0011,True,True,True,Far From Road,0.25,-1,0.7396698014550587,0.49483490072752934,Medium,Rule + ML,0.25,True,10,True,0.25,0.49483490072752934,Medium,True
000,2008-10-23 10:28:48,40.007457,116.319674,573,3.0,0.0,0.0,False,73.29299659276082,VERY_FAR,residential,,449.0,False,False,True,0,1,False,False,False,False,False,False,MEDIUM,0.25,True,0.588498007114503,0.5953814189056347,0.40577369488308723,True,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,7.299305080891843,2.0,66.1066557983846,-1,0.35618876872853134,False,LOW,000_INC_0011,False,True,False,Far From Road,0.25,-1,0.5114010415548191,0.38070052077740957,Medium,Rule + ML,0.25,True,10,True,0.25,0.38070052077740957,Medium,True
000,2008-10-23 10:28:50,40.007458,116.319676,576,2.0,0.2036929505289434,0.3666473109520981,False,73.1910787463031,VERY_FAR,residential,,449.0,False,False,True,0,1,False,False,False,False,False,False,MEDIUM,0.25,True,0.5977465215545158,0.6059329938537199,0.4149362042733369,True,"['ROAD_DEVIATION', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['ROUTE_DEVIATION'],7.299305080891843,5.0,7.186340794376221,6.932657769939745,3.0,66.00473795192688,-1,0.3642118555036521,False,LOW,000_INC_0011,False,True,False,Far From Road,0.25,-1,0.5332849388136702,0.3916424694068351,Medium,Rule + ML,0.25,True,10,True,0.25,0.3916424694068351,Medium,True
000,2008-10-23 10:44:31,40.008761,116.323722,377,671.0,121.91742692990479,0.6541024395643178,False,22.854006894453654,ACCEPTABLE,footway,,223.0,True,False,False,0,1,False,False,False,False,False,True,MEDIUM,0.25,True,0.7006833899515198,0.7482585106986646,0.5257135733206385,True,"['LONG_GPS_GAP', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['LONG_TIME_GAP'],7.299305080891843,5.0,7.186340794376221,6.645202641327526,666.0,15.667666100077433,-1,0.45350959438540195,False,MEDIUM,000_INC_0012,False,True,False,"Large Time Gap, Large Distance Jump",0.25,-1,0.8284671275648252,0.5392335637824126,High,Rule + ML,0.25,False,11,False,0.25,0.5392335637824126,High,True
000,2008-10-23 11:08:22,40.008851,116.321485,94,1331.0,11.861400659813565,0.03208192515051002,False,9.406038437983007,GOOD,footway,,40.0,True,False,False,0,1,False,False,False,False,True,True,MEDIUM,0.25,True,0.6796053626395268,0.698006653696698,0.4720016189775237,True,"['LONG_GPS_GAP', 'ML_ANOMALY']",True,True,False,3,000_PATROL_0003,['LONG_TIME_GAP'],7.299305080891843,5.0,7.186340794376221,7.267223155741333,1326.0,2.2196976436067857,-1,0.4352244045563366,False,MEDIUM,000_INC_0013,False,True,False,Large Time Gap,0.25,-1,0.7242451056289363,0.48712255281446815,Medium,Rule + ML,0.25,False,11,False,0.25,0.48712255281446815,Medium,True
